antecedent,consequent,support,confidence,lift 
"['11', '8', '47']","['48', '38']",0.06,0.48,1.17
"['48', '11', '8', '38']",['47'],0.06,0.48,1.07
"['48', '11', '38', '47']",['8'],0.06,0.56,1.12
"['48', '8', '38', '47']",['11'],0.06,0.58,1.11
"['11', '8', '38', '47']",['48'],0.06,0.58,1.09
"['48', '11', '8', '47']",['38'],0.06,0.85,1.12
['11'],['47'],0.24,0.46,1.02
['47'],['11'],0.24,0.53,1.02
['38'],"['11', '47']",0.19,0.26,1.08
['11'],"['38', '47']",0.19,0.37,1.07
['47'],"['11', '38']",0.19,0.43,1.07
"['11', '38']",['47'],0.19,0.48,1.07
"['38', '47']",['11'],0.19,0.56,1.07
"['11', '47']",['38'],0.19,0.81,1.08
['36'],"['11', '47']",0.16,0.25,1.05
['11'],"['36', '47']",0.16,0.3,1.05
['47'],"['11', '36']",0.16,0.35,1.03
"['11', '36']",['47'],0.16,0.46,1.03
"['36', '47']",['11'],0.16,0.55,1.05
"['11', '47']",['36'],0.16,0.66,1.05
['38'],"['11', '36', '47']",0.13,0.17,1.08
['36'],"['11', '38', '47']",0.13,0.21,1.06
['11'],"['38', '36', '47']",0.13,0.25,1.08
['47'],"['11', '38', '36']",0.13,0.29,1.07
"['38', '36']","['11', '47']",0.13,0.27,1.12
"['11', '38']","['36', '47']",0.13,0.32,1.11
"['38', '47']","['11', '36']",0.13,0.37,1.09
"['11', '36']","['38', '47']",0.13,0.38,1.09
"['36', '47']","['11', '38']",0.13,0.45,1.11
"['11', '47']","['38', '36']",0.13,0.54,1.12
"['11', '38', '36']",['47'],0.13,0.48,1.07
"['38', '36', '47']",['11'],0.13,0.56,1.08
"['11', '38', '47']",['36'],0.13,0.67,1.06
"['11', '36', '47']",['38'],0.13,0.82,1.08
['48'],"['11', '47']",0.13,0.25,1.05
['11'],"['48', '47']",0.13,0.25,1.06
['47'],"['48', '11']",0.13,0.3,1.03
"['48', '11']",['47'],0.13,0.46,1.03
"['48', '47']",['11'],0.13,0.55,1.06
"['11', '47']",['48'],0.13,0.56,1.05
['38'],"['48', '11', '47']",0.11,0.15,1.1
['48'],"['11', '38', '47']",0.11,0.21,1.07
['11'],"['48', '38', '47']",0.11,0.21,1.08
['47'],"['48', '11', '38']",0.11,0.25,1.08
"['48', '38']","['11', '47']",0.11,0.27,1.12
"['11', '38']","['48', '47']",0.11,0.27,1.12
"['38', '47']","['48', '11']",0.11,0.32,1.09
"['48', '11']","['38', '47']",0.11,0.38,1.09
"['48', '47']","['11', '38']",0.11,0.46,1.12
"['11', '47']","['48', '38']",0.11,0.46,1.12
"['48', '11', '38']",['47'],0.11,0.48,1.08
"['48', '38', '47']",['11'],0.11,0.57,1.08
"['11', '38', '47']",['48'],0.11,0.57,1.07
"['48', '11', '47']",['38'],0.11,0.83,1.1
['36'],"['48', '11', '47']",0.09,0.15,1.1
['48'],"['11', '36', '47']",0.09,0.17,1.09
['11'],"['48', '36', '47']",0.09,0.17,1.11
['47'],"['48', '11', '36']",0.09,0.2,1.06
"['48', '36']","['11', '47']",0.09,0.27,1.14
"['11', '36']","['48', '47']",0.09,0.27,1.11
"['36', '47']","['48', '11']",0.09,0.32,1.1
"['48', '11']","['36', '47']",0.09,0.31,1.1
"['48', '47']","['11', '36']",0.09,0.38,1.11
"['11', '47']","['48', '36']",0.09,0.38,1.14
"['48', '11', '36']",['47'],0.09,0.47,1.06
"['48', '36', '47']",['11'],0.09,0.58,1.11
"['11', '36', '47']",['48'],0.09,0.58,1.09
"['48', '11', '47']",['36'],0.09,0.69,1.1
['38'],"['48', '11', '36', '47']",0.08,0.1,1.09
['36'],"['48', '11', '38', '47']",0.08,0.12,1.09
['48'],"['11', '38', '36', '47']",0.08,0.14,1.1
['11'],"['48', '38', '36', '47']",0.08,0.14,1.11
['47'],"['48', '11', '38', '36']",0.08,0.17,1.1
"['38', '36']","['48', '11', '47']",0.08,0.16,1.17
"['48', '38']","['11', '36', '47']",0.08,0.18,1.16
"['11', '38']","['48', '36', '47']",0.08,0.19,1.18
"['38', '47']","['48', '11', '36']",0.08,0.22,1.13
"['48', '36']","['11', '38', '47']",0.08,0.22,1.16
"['11', '36']","['48', '38', '47']",0.08,0.22,1.14
"['36', '47']","['48', '11', '38']",0.08,0.26,1.15
"['48', '11']","['38', '36', '47']",0.08,0.26,1.13
"['48', '47']","['11', '38', '36']",0.08,0.31,1.16
"['11', '47']","['48', '38', '36']",0.08,0.32,1.19
"['48', '38', '36']","['11', '47']",0.08,0.28,1.19
"['11', '38', '36']","['48', '47']",0.08,0.28,1.16
"['38', '36', '47']","['48', '11']",0.08,0.33,1.13
"['48', '11', '38']","['36', '47']",0.08,0.33,1.15
"['48', '38', '47']","['11', '36']",0.08,0.39,1.14
"['11', '38', '47']","['48', '36']",0.08,0.39,1.16
"['48', '11', '36']","['38', '47']",0.08,0.39,1.13
"['48', '36', '47']","['11', '38']",0.08,0.48,1.18
"['11', '36', '47']","['48', '38']",0.08,0.48,1.16
"['48', '11', '47']","['38', '36']",0.08,0.57,1.17
"['48', '11', '38', '36']",['47'],0.08,0.49,1.1
"['48', '38', '36', '47']",['11'],0.08,0.58,1.11
"['11', '38', '36', '47']",['48'],0.08,0.59,1.1
"['48', '11', '38', '47']",['36'],0.08,0.69,1.09
"['48', '11', '36', '47']",['38'],0.08,0.83,1.09
['3'],['47'],0.22,0.46,1.03
['47'],['3'],0.22,0.5,1.03
['38'],"['47', '3']",0.18,0.24,1.05
['3'],"['38', '47']",0.18,0.37,1.05
['47'],"['38', '3']",0.18,0.4,1.06
"['38', '3']",['47'],0.18,0.47,1.06
"['38', '47']",['3'],0.18,0.51,1.05
"['47', '3']",['38'],0.18,0.8,1.05
['36'],"['47', '3']",0.15,0.23,1.04
['3'],"['36', '47']",0.15,0.3,1.05
['47'],"['36', '3']",0.15,0.33,1.05
"['36', '3']",['47'],0.15,0.47,1.05
"['36', '47']",['3'],0.15,0.51,1.05
"['47', '3']",['36'],0.15,0.65,1.04
['38'],"['36', '47', '3']",0.12,0.16,1.1
['36'],"['38', '47', '3']",0.12,0.19,1.08
['3'],"['38', '36', '47']",0.12,0.25,1.08
['47'],"['38', '36', '3']",0.12,0.27,1.1
"['38', '36']","['47', '3']",0.12,0.25,1.12
"['38', '3']","['36', '47']",0.12,0.32,1.12
"['38', '47']","['36', '3']",0.12,0.35,1.11
"['36', '3']","['38', '47']",0.12,0.39,1.11
"['36', '47']","['38', '3']",0.12,0.42,1.12
"['47', '3']","['38', '36']",0.12,0.54,1.12
"['38', '36', '3']",['47'],0.12,0.49,1.1
"['38', '36', '47']",['3'],0.12,0.53,1.08
"['38', '47', '3']",['36'],0.12,0.68,1.08
"['36', '47', '3']",['38'],0.12,0.83,1.1
['48'],"['47', '3']",0.12,0.23,1.04
['3'],"['48', '47']",0.12,0.25,1.05
['47'],"['48', '3']",0.12,0.28,1.05
"['48', '3']",['47'],0.12,0.47,1.05
"['48', '47']",['3'],0.12,0.51,1.05
"['47', '3']",['48'],0.12,0.55,1.04
['38'],"['48', '47', '3']",0.1,0.13,1.09
['48'],"['38', '47', '3']",0.1,0.19,1.07
['3'],"['48', '38', '47']",0.1,0.21,1.07
['47'],"['48', '38', '3']",0.1,0.23,1.09
"['48', '38']","['47', '3']",0.1,0.25,1.1
"['38', '3']","['48', '47']",0.1,0.27,1.12
"['38', '47']","['48', '3']",0.1,0.29,1.1
"['48', '3']","['38', '47']",0.1,0.38,1.1
"['48', '47']","['38', '3']",0.1,0.42,1.12
"['47', '3']","['48', '38']",0.1,0.46,1.1
"['48', '38', '3']",['47'],0.1,0.48,1.09
"['48', '38', '47']",['3'],0.1,0.52,1.07
"['38', '47', '3']",['48'],0.1,0.57,1.07
"['48', '47', '3']",['38'],0.1,0.82,1.09
['36'],"['48', '47', '3']",0.08,0.13,1.09
['48'],"['36', '47', '3']",0.08,0.16,1.09
['3'],"['48', '36', '47']",0.08,0.17,1.1
['47'],"['48', '36', '3']",0.08,0.19,1.09
"['48', '36']","['47', '3']",0.08,0.25,1.12
"['36', '3']","['48', '47']",0.08,0.27,1.12
"['36', '47']","['48', '3']",0.08,0.29,1.11
"['48', '3']","['36', '47']",0.08,0.32,1.11
"['48', '47']","['36', '3']",0.08,0.35,1.12
"['47', '3']","['48', '36']",0.08,0.38,1.12
"['48', '36', '3']",['47'],0.08,0.49,1.09
"['48', '36', '47']",['3'],0.08,0.54,1.1
"['36', '47', '3']",['48'],0.08,0.58,1.09
"['48', '47', '3']",['36'],0.08,0.68,1.09
['38'],"['48', '36', '47', '3']",0.07,0.09,1.12
['36'],"['48', '38', '47', '3']",0.07,0.11,1.12
['48'],"['38', '36', '47', '3']",0.07,0.13,1.11
['3'],"['48', '38', '36', '47']",0.07,0.15,1.12
['47'],"['48', '38', '36', '3']",0.07,0.16,1.15
"['38', '36']","['48', '47', '3']",0.07,0.15,1.19
"['48', '38']","['36', '47', '3']",0.07,0.17,1.18
"['38', '3']","['48', '36', '47']",0.07,0.19,1.21
"['38', '47']","['48', '36', '3']",0.07,0.2,1.18
"['48', '36']","['38', '47', '3']",0.07,0.21,1.19
"['36', '3']","['48', '38', '47']",0.07,0.23,1.17
"['36', '47']","['48', '38', '3']",0.07,0.25,1.18
"['48', '3']","['38', '36', '47']",0.07,0.27,1.17
"['48', '47']","['38', '36', '3']",0.07,0.3,1.19
"['47', '3']","['48', '38', '36']",0.07,0.32,1.19
"['48', '38', '36']","['47', '3']",0.07,0.27,1.19
"['38', '36', '3']","['48', '47']",0.07,0.29,1.19
"['38', '36', '47']","['48', '3']",0.07,0.31,1.17
"['48', '38', '3']","['36', '47']",0.07,0.34,1.18
"['48', '38', '47']","['36', '3']",0.07,0.37,1.17
"['38', '47', '3']","['48', '36']",0.07,0.4,1.19
"['48', '36', '3']","['38', '47']",0.07,0.41,1.18
"['48', '36', '47']","['38', '3']",0.07,0.45,1.21
"['36', '47', '3']","['48', '38']",0.07,0.49,1.18
"['48', '47', '3']","['38', '36']",0.07,0.58,1.19
"['48', '38', '36', '3']",['47'],0.07,0.51,1.15
"['48', '38', '36', '47']",['3'],0.07,0.55,1.12
"['38', '36', '47', '3']",['48'],0.07,0.59,1.11
"['48', '38', '47', '3']",['36'],0.07,0.7,1.12
"['48', '36', '47', '3']",['38'],0.07,0.85,1.12
['11'],"['47', '3']",0.12,0.24,1.07
['3'],"['11', '47']",0.12,0.26,1.08
['47'],"['11', '3']",0.12,0.28,1.02
"['11', '3']",['47'],0.12,0.46,1.02
"['11', '47']",['3'],0.12,0.53,1.08
"['47', '3']",['11'],0.12,0.56,1.07
['38'],"['11', '47', '3']",0.1,0.14,1.1
['11'],"['38', '47', '3']",0.1,0.2,1.12
['3'],"['11', '38', '47']",0.1,0.21,1.1
['47'],"['11', '38', '3']",0.1,0.23,1.07
"['11', '38']","['47', '3']",0.1,0.26,1.14
"['38', '3']","['11', '47']",0.1,0.28,1.16
"['38', '47']","['11', '3']",0.1,0.3,1.09
"['11', '3']","['38', '47']",0.1,0.38,1.09
"['11', '47']","['38', '3']",0.1,0.44,1.16
"['47', '3']","['11', '38']",0.1,0.47,1.14
"['11', '38', '3']",['47'],0.1,0.48,1.07
"['11', '38', '47']",['3'],0.1,0.54,1.1
"['38', '47', '3']",['11'],0.1,0.58,1.12
"['11', '47', '3']",['38'],0.1,0.83,1.1
['36'],"['11', '47', '3']",0.08,0.13,1.06
['11'],"['36', '47', '3']",0.08,0.16,1.1
['3'],"['11', '36', '47']",0.08,0.17,1.09
['47'],"['11', '36', '3']",0.08,0.19,1.02
"['11', '36']","['47', '3']",0.08,0.24,1.09
"['36', '3']","['11', '47']",0.08,0.27,1.12
"['36', '47']","['11', '3']",0.08,0.29,1.06
"['11', '3']","['36', '47']",0.08,0.3,1.06
"['11', '47']","['36', '3']",0.08,0.35,1.12
"['47', '3']","['11', '36']",0.08,0.37,1.09
"['11', '36', '3']",['47'],0.08,0.45,1.02
"['11', '36', '47']",['3'],0.08,0.53,1.09
"['36', '47', '3']",['11'],0.08,0.57,1.1
"['11', '47', '3']",['36'],0.08,0.67,1.06
['38'],"['11', '36', '47', '3']",0.07,0.09,1.1
['36'],"['11', '38', '47', '3']",0.07,0.11,1.07
['11'],"['38', '36', '47', '3']",0.07,0.13,1.1
['3'],"['11', '38', '36', '47']",0.07,0.14,1.11
['47'],"['11', '38', '36', '3']",0.07,0.16,1.06
"['38', '36']","['11', '47', '3']",0.07,0.14,1.15
"['11', '38']","['36', '47', '3']",0.07,0.17,1.17
"['38', '3']","['11', '36', '47']",0.07,0.18,1.17
"['38', '47']","['11', '36', '3']",0.07,0.2,1.09
"['11', '36']","['38', '47', '3']",0.07,0.2,1.14
"['36', '3']","['11', '38', '47']",0.07,0.22,1.15
"['36', '47']","['11', '38', '3']",0.07,0.24,1.11
"['11', '3']","['38', '36', '47']",0.07,0.25,1.1
"['11', '47']","['38', '36', '3']",0.07,0.29,1.18
"['47', '3']","['11', '38', '36']",0.07,0.31,1.16
"['11', '38', '36']","['47', '3']",0.07,0.26,1.16
"['38', '36', '3']","['11', '47']",0.07,0.28,1.18
"['38', '36', '47']","['11', '3']",0.07,0.3,1.1
"['11', '38', '3']","['36', '47']",0.07,0.32,1.11
"['11', '38', '47']","['36', '3']",0.07,0.36,1.15
"['38', '47', '3']","['11', '36']",0.07,0.39,1.14
"['11', '36', '3']","['38', '47']",0.07,0.38,1.09
"['11', '36', '47']","['38', '3']",0.07,0.44,1.17
"['36', '47', '3']","['11', '38']",0.07,0.48,1.17
"['11', '47', '3']","['38', '36']",0.07,0.56,1.15
"['11', '38', '36', '3']",['47'],0.07,0.47,1.06
"['11', '38', '36', '47']",['3'],0.07,0.54,1.11
"['38', '36', '47', '3']",['11'],0.07,0.57,1.1
"['11', '38', '47', '3']",['36'],0.07,0.67,1.07
"['11', '36', '47', '3']",['38'],0.07,0.84,1.1
['48'],"['11', '47', '3']",0.07,0.14,1.08
['11'],"['48', '47', '3']",0.07,0.14,1.12
['3'],"['48', '11', '47']",0.07,0.15,1.11
['47'],"['48', '11', '3']",0.07,0.16,1.04
"['48', '11']","['47', '3']",0.07,0.25,1.11
"['48', '3']","['11', '47']",0.07,0.27,1.14
"['48', '47']","['11', '3']",0.07,0.3,1.09
"['11', '3']","['48', '47']",0.07,0.26,1.09
"['11', '47']","['48', '3']",0.07,0.3,1.14
"['47', '3']","['48', '11']",0.07,0.32,1.11
"['48', '11', '3']",['47'],0.07,0.46,1.04
"['48', '11', '47']",['3'],0.07,0.54,1.11
"['48', '47', '3']",['11'],0.07,0.58,1.12
"['11', '47', '3']",['48'],0.07,0.57,1.08
['38'],"['48', '11', '47', '3']",0.06,0.08,1.1
['48'],"['11', '38', '47', '3']",0.06,0.11,1.08
['11'],"['48', '38', '47', '3']",0.06,0.11,1.13
['3'],"['48', '11', '38', '47']",0.06,0.12,1.12
['47'],"['48', '11', '38', '3']",0.06,0.13,1.09
"['48', '38']","['11', '47', '3']",0.06,0.14,1.16
"['11', '38']","['48', '47', '3']",0.06,0.15,1.19
"['38', '3']","['48', '11', '47']",0.06,0.16,1.2
"['38', '47']","['48', '11', '3']",0.06,0.17,1.11
"['48', '11']","['38', '47', '3']",0.06,0.21,1.16
"['48', '3']","['11', '38', '47']",0.06,0.23,1.17
"['48', '47']","['11', '38', '3']",0.06,0.25,1.14
"['11', '3']","['48', '38', '47']",0.06,0.22,1.12
"['11', '47']","['48', '38', '3']",0.06,0.25,1.2
"['47', '3']","['48', '11', '38']",0.06,0.27,1.17
"['48', '11', '38']","['47', '3']",0.06,0.26,1.17
"['48', '38', '3']","['11', '47']",0.06,0.29,1.2
"['48', '38', '47']","['11', '3']",0.06,0.31,1.12
"['11', '38', '3']","['48', '47']",0.06,0.27,1.14
"['11', '38', '47']","['48', '3']",0.06,0.31,1.17
"['38', '47', '3']","['48', '11']",0.06,0.34,1.16
"['48', '11', '3']","['38', '47']",0.06,0.38,1.11
"['48', '11', '47']","['38', '3']",0.06,0.45,1.2
"['48', '47', '3']","['11', '38']",0.06,0.49,1.19
"['11', '47', '3']","['48', '38']",0.06,0.48,1.16
"['48', '11', '38', '3']",['47'],0.06,0.49,1.09
"['48', '11', '38', '47']",['3'],0.06,0.54,1.12
"['48', '38', '47', '3']",['11'],0.06,0.59,1.13
"['11', '38', '47', '3']",['48'],0.06,0.58,1.08
"['48', '11', '47', '3']",['38'],0.06,0.83,1.1
['36'],"['48', '11', '47', '3']",0.05,0.08,1.13
['48'],"['11', '36', '47', '3']",0.05,0.1,1.16
['11'],"['48', '36', '47', '3']",0.05,0.1,1.16
['3'],"['48', '11', '36', '47']",0.05,0.11,1.15
['47'],"['48', '11', '36', '3']",0.05,0.11,1.08
"['48', '36']","['11', '47', '3']",0.05,0.15,1.22
"['11', '36']","['48', '47', '3']",0.05,0.15,1.21
"['36', '3']","['48', '11', '47']",0.05,0.16,1.23
"['36', '47']","['48', '11', '3']",0.05,0.18,1.15
"['48', '11']","['36', '47', '3']",0.05,0.18,1.21
"['48', '3']","['11', '36', '47']",0.05,0.19,1.23
"['48', '47']","['11', '36', '3']",0.05,0.21,1.16
"['11', '3']","['48', '36', '47']",0.05,0.19,1.19
"['11', '47']","['48', '36', '3']",0.05,0.21,1.24
"['47', '3']","['48', '11', '36']",0.05,0.23,1.19
"['48', '11', '36']","['47', '3']",0.05,0.27,1.19
"['48', '36', '3']","['11', '47']",0.05,0.29,1.24
"['48', '36', '47']","['11', '3']",0.05,0.33,1.19
"['11', '36', '3']","['48', '47']",0.05,0.28,1.16
"['11', '36', '47']","['48', '3']",0.05,0.32,1.23
"['36', '47', '3']","['48', '11']",0.05,0.35,1.21
"['48', '11', '3']","['36', '47']",0.05,0.33,1.15
"['48', '11', '47']","['36', '3']",0.05,0.39,1.23
"['48', '47', '3']","['11', '36']",0.05,0.41,1.21
"['11', '47', '3']","['48', '36']",0.05,0.41,1.22
"['48', '11', '36', '3']",['47'],0.05,0.48,1.08
"['48', '11', '36', '47']",['3'],0.05,0.56,1.15
"['48', '36', '47', '3']",['11'],0.05,0.61,1.16
"['11', '36', '47', '3']",['48'],0.05,0.61,1.16
"['48', '11', '47', '3']",['36'],0.05,0.71,1.13
['8'],"['47', '3']",0.12,0.24,1.06
['3'],"['8', '47']",0.12,0.24,1.06
['47'],"['8', '3']",0.12,0.26,1.07
"['8', '3']",['47'],0.12,0.48,1.07
"['8', '47']",['3'],0.12,0.52,1.06
"['47', '3']",['8'],0.12,0.53,1.06
['38'],"['8', '47', '3']",0.1,0.13,1.08
['8'],"['38', '47', '3']",0.1,0.19,1.08
['3'],"['8', '38', '47']",0.1,0.2,1.08
['47'],"['8', '38', '3']",0.1,0.21,1.11
"['8', '38']","['47', '3']",0.1,0.25,1.11
"['38', '3']","['8', '47']",0.1,0.25,1.12
"['38', '47']","['8', '3']",0.1,0.28,1.12
"['8', '3']","['38', '47']",0.1,0.39,1.12
"['8', '47']","['38', '3']",0.1,0.42,1.12
"['47', '3']","['8', '38']",0.1,0.43,1.11
"['8', '38', '3']",['47'],0.1,0.49,1.11
"['8', '38', '47']",['3'],0.1,0.53,1.08
"['38', '47', '3']",['8'],0.1,0.54,1.08
"['8', '47', '3']",['38'],0.1,0.81,1.08
['36'],"['8', '47', '3']",0.08,0.13,1.09
['8'],"['36', '47', '3']",0.08,0.16,1.11
['3'],"['8', '36', '47']",0.08,0.17,1.1
['47'],"['8', '36', '3']",0.08,0.18,1.1
"['8', '36']","['47', '3']",0.08,0.25,1.12
"['36', '3']","['8', '47']",0.08,0.26,1.14
"['36', '47']","['8', '3']",0.08,0.28,1.14
"['8', '3']","['36', '47']",0.08,0.33,1.14
"['8', '47']","['36', '3']",0.08,0.35,1.14
"['47', '3']","['8', '36']",0.08,0.36,1.12
"['8', '36', '3']",['47'],0.08,0.49,1.1
"['8', '36', '47']",['3'],0.08,0.53,1.1
"['36', '47', '3']",['8'],0.08,0.55,1.11
"['8', '47', '3']",['36'],0.08,0.69,1.09
['38'],"['8', '36', '47', '3']",0.07,0.09,1.12
['36'],"['8', '38', '47', '3']",0.07,0.11,1.14
['8'],"['38', '36', '47', '3']",0.07,0.14,1.14
['3'],"['8', '38', '36', '47']",0.07,0.14,1.13
['47'],"['8', '38', '36', '3']",0.07,0.15,1.15
"['38', '36']","['8', '47', '3']",0.07,0.14,1.2
"['8', '38']","['36', '47', '3']",0.07,0.18,1.22
"['38', '3']","['8', '36', '47']",0.07,0.18,1.21
"['38', '47']","['8', '36', '3']",0.07,0.2,1.2
"['8', '36']","['38', '47', '3']",0.07,0.21,1.2
"['36', '3']","['8', '38', '47']",0.07,0.22,1.21
"['36', '47']","['8', '38', '3']",0.07,0.24,1.24
"['8', '3']","['38', '36', '47']",0.07,0.28,1.21
"['8', '47']","['38', '36', '3']",0.07,0.3,1.22
"['47', '3']","['8', '38', '36']",0.07,0.31,1.2
"['8', '38', '36']","['47', '3']",0.07,0.27,1.2
"['38', '36', '3']","['8', '47']",0.07,0.28,1.22
"['38', '36', '47']","['8', '3']",0.07,0.3,1.21
"['8', '38', '3']","['36', '47']",0.07,0.35,1.24
"['8', '38', '47']","['36', '3']",0.07,0.38,1.21
"['38', '47', '3']","['8', '36']",0.07,0.38,1.2
"['8', '36', '3']","['38', '47']",0.07,0.42,1.2
"['8', '36', '47']","['38', '3']",0.07,0.45,1.21
"['36', '47', '3']","['8', '38']",0.07,0.47,1.22
"['8', '47', '3']","['38', '36']",0.07,0.58,1.2
"['8', '38', '36', '3']",['47'],0.07,0.51,1.15
"['8', '38', '36', '47']",['3'],0.07,0.55,1.13
"['38', '36', '47', '3']",['8'],0.07,0.57,1.14
"['8', '38', '47', '3']",['36'],0.07,0.72,1.14
"['8', '36', '47', '3']",['38'],0.07,0.85,1.12
['48'],"['8', '47', '3']",0.07,0.12,1.05
['8'],"['48', '47', '3']",0.07,0.13,1.07
['3'],"['48', '8', '47']",0.07,0.13,1.07
['47'],"['48', '8', '3']",0.07,0.15,1.08
"['48', '8']","['47', '3']",0.07,0.24,1.07
"['48', '3']","['8', '47']",0.07,0.25,1.09
"['48', '47']","['8', '3']",0.07,0.27,1.1
"['8', '3']","['48', '47']",0.07,0.27,1.1
"['8', '47']","['48', '3']",0.07,0.29,1.09
"['47', '3']","['48', '8']",0.07,0.29,1.07
"['48', '8', '3']",['47'],0.07,0.48,1.08
"['48', '8', '47']",['3'],0.07,0.52,1.07
"['48', '47', '3']",['8'],0.07,0.53,1.07
"['8', '47', '3']",['48'],0.07,0.56,1.05
['38'],"['48', '8', '47', '3']",0.06,0.07,1.13
['48'],"['8', '38', '47', '3']",0.06,0.11,1.1
['8'],"['48', '38', '47', '3']",0.06,0.11,1.1
['3'],"['48', '8', '38', '47']",0.06,0.11,1.09
['47'],"['48', '8', '38', '3']",0.06,0.13,1.15
"['48', '38']","['8', '47', '3']",0.06,0.13,1.15
"['8', '38']","['48', '47', '3']",0.06,0.14,1.17
"['38', '3']","['48', '8', '47']",0.06,0.15,1.18
"['38', '47']","['48', '8', '3']",0.06,0.16,1.18
"['48', '8']","['38', '47', '3']",0.06,0.2,1.15
"['48', '3']","['8', '38', '47']",0.06,0.21,1.16
"['48', '47']","['8', '38', '3']",0.06,0.23,1.2
"['8', '3']","['48', '38', '47']",0.06,0.23,1.16
"['8', '47']","['48', '38', '3']",0.06,0.25,1.17
"['47', '3']","['48', '8', '38']",0.06,0.25,1.15
"['48', '8', '38']","['47', '3']",0.06,0.26,1.15
"['48', '38', '3']","['8', '47']",0.06,0.27,1.17
"['48', '38', '47']","['8', '3']",0.06,0.29,1.16
"['8', '38', '3']","['48', '47']",0.06,0.29,1.2
"['8', '38', '47']","['48', '3']",0.06,0.31,1.16
"['38', '47', '3']","['48', '8']",0.06,0.31,1.15
"['48', '8', '3']","['38', '47']",0.06,0.41,1.18
"['48', '8', '47']","['38', '3']",0.06,0.44,1.18
"['48', '47', '3']","['8', '38']",0.06,0.45,1.17
"['8', '47', '3']","['48', '38']",0.06,0.48,1.15
"['48', '8', '38', '3']",['47'],0.06,0.51,1.15
"['48', '8', '38', '47']",['3'],0.06,0.53,1.09
"['48', '38', '47', '3']",['8'],0.06,0.55,1.1
"['8', '38', '47', '3']",['48'],0.06,0.58,1.1
"['48', '8', '47', '3']",['38'],0.06,0.85,1.13
['11'],"['8', '47', '3']",0.07,0.13,1.11
['8'],"['11', '47', '3']",0.07,0.14,1.09
['3'],"['11', '8', '47']",0.07,0.14,1.1
['47'],"['11', '8', '3']",0.07,0.15,1.04
"['11', '8']","['47', '3']",0.07,0.24,1.09
"['11', '3']","['8', '47']",0.07,0.25,1.09
"['11', '47']","['8', '3']",0.07,0.29,1.16
"['8', '3']","['11', '47']",0.07,0.28,1.16
"['8', '47']","['11', '3']",0.07,0.3,1.09
"['47', '3']","['11', '8']",0.07,0.3,1.09
"['11', '8', '3']",['47'],0.07,0.46,1.04
"['11', '8', '47']",['3'],0.07,0.54,1.1
"['11', '47', '3']",['8'],0.07,0.54,1.09
"['8', '47', '3']",['11'],0.07,0.58,1.11
['38'],"['11', '8', '47', '3']",0.06,0.08,1.11
['11'],"['8', '38', '47', '3']",0.06,0.11,1.14
['8'],"['11', '38', '47', '3']",0.06,0.11,1.1
['3'],"['11', '8', '38', '47']",0.06,0.12,1.11
['47'],"['11', '8', '38', '3']",0.06,0.13,1.09
"['11', '38']","['8', '47', '3']",0.06,0.14,1.19
"['8', '38']","['11', '47', '3']",0.06,0.15,1.18
"['38', '3']","['11', '8', '47']",0.06,0.15,1.19
"['38', '47']","['11', '8', '3']",0.06,0.16,1.11
"['11', '8']","['38', '47', '3']",0.06,0.2,1.15
"['11', '3']","['8', '38', '47']",0.06,0.21,1.14
"['11', '47']","['8', '38', '3']",0.06,0.24,1.24
"['8', '3']","['11', '38', '47']",0.06,0.23,1.19
"['8', '47']","['11', '38', '3']",0.06,0.25,1.15
"['47', '3']","['11', '8', '38']",0.06,0.25,1.15
"['11', '8', '38']","['47', '3']",0.06,0.26,1.15
"['11', '38', '3']","['8', '47']",0.06,0.26,1.15
"['11', '38', '47']","['8', '3']",0.06,0.29,1.19
"['8', '38', '3']","['11', '47']",0.06,0.29,1.24
"['8', '38', '47']","['11', '3']",0.06,0.31,1.14
"['38', '47', '3']","['11', '8']",0.06,0.32,1.15
"['11', '8', '3']","['38', '47']",0.06,0.39,1.11
"['11', '8', '47']","['38', '3']",0.06,0.45,1.19
"['11', '47', '3']","['8', '38']",0.06,0.45,1.18
"['8', '47', '3']","['11', '38']",0.06,0.48,1.19
"['11', '8', '38', '3']",['47'],0.06,0.48,1.09
